poll_id,cycle,pollster,commissioner,fieldwork_start,fieldwork_end,sample_size,turnout,is_election,ALIANCA,BILDU,BNG,CC,COMPROMIS,CS,CUP,ERC,EV,IU,JUNTS,MASPAIS,PACMA,PNV,PODEMOS,PP,PRC,PSOE,SALF,SUMAR,TE,UP,UPN,VOX
e2023-1113,e2023,NC Report,La Razón,2022-01-24,2022-01-28,1000.0,62.5,False,,1.1,,,,3.0,,3.4,,,2.2,3.1,,1.6,,27.3,,25.3,,,,11.1,0.4,16.7
e2023-1117,e2023,Simple Lógica,elDiario.es,2022-02-01,2022-02-10,1903.0,63.3,False,,,,,,3.1,,,,,,3.0,,,,21.3,,26.7,,,,12.3,,19.8
e2023-1122,e2023,GAD3,NIUS,2022-02-14,2022-02-17,1000.0,64.0,False,,1.2,0.9,0.5,,3.7,0.7,3.1,0.1,,2.3,1.4,,1.7,,22.2,0.2,31.9,,,,8.8,0.3,18.8
e2023-1136,e2023,Ágora Integral,Canarias Ahora,2022-02-23,2022-02-25,1000.0,62.5,False,,1.2,0.5,0.4,,3.6,1.0,3.5,0.9,,2.3,2.8,,1.6,,20.6,0.3,27.9,,,,10.9,,20.5
e2023-1143,e2023,NC Report,La Razón,2022-03-01,2022-03-04,1000.0,62.3,False,,1.2,,,,3.2,,3.4,,,2.2,3.3,,1.6,,24.6,,25.8,,,,10.3,0.4,19.0
e2023-1147,e2023,Celeste-Tel,Onda Cero,2022-03-02,2022-03-09,1100.0,63.4,False,,1.1,0.8,0.6,,3.7,0.9,3.2,0.1,,2.1,3.5,,1.5,,23.3,0.2,26.8,,,,11.1,0.4,19.5
e2023-1149,e2023,Simple Lógica,elDiario.es,2022-03-01,2022-03-10,1083.0,59.7,False,,,,,,2.4,,,,,,2.7,,,,23.2,,30.8,,,,10.4,,18.8
e2023-1174,e2023,Simple Lógica,elDiario.es,2022-04-01,2022-04-07,1048.0,65.0,False,,,,,,2.5,,,,,,3.6,,,,27.9,,27.2,,,,11.4,,17.6
e2023-1180,e2023,NC Report,La Razón,2022-04-11,2022-04-15,1000.0,63.3,False,,1.0,,,,3.0,,3.3,,,2.1,2.3,,1.5,,29.5,,25.4,,,,10.1,,16.3
e2023-1182,e2023,Celeste-Tel,Onda Cero,2022-04-11,2022-04-20,1100.0,64.8,False,,1.1,0.8,0.6,,3.0,0.9,3.2,0.1,,2.0,3.1,,1.5,,27.1,0.2,26.4,,,,10.9,0.4,17.1
e2023-1194,e2023,Ágora Integral,Canarias Ahora,2022-05-05,2022-05-09,1000.0,62.5,False,,1.2,0.7,0.4,,2.3,1.0,3.7,0.7,,2.1,3.7,,1.4,,24.5,0.2,24.1,,,,13.5,,18.5
e2023-1195,e2023,Simple Lógica,elDiario.es,2022-05-03,2022-05-11,1049.0,66.4,False,,,,,,2.8,,,,,,2.4,,,,29.2,,25.7,,,,10.4,,18.3
e2023-1197,e2023,Celeste-Tel,Onda Cero,2022-05-09,2022-05-13,1100.0,65.2,False,,1.1,0.8,0.6,,2.8,0.9,3.1,0.1,,2.0,3.3,,1.5,,26.9,0.2,26.3,,,,10.7,0.4,17.6
e2023-1211,e2023,Simple Lógica,elDiario.es,2022-06-01,2022-06-09,1055.0,63.7,False,,,,,,2.3,,,,,,1.2,,,,26.8,,25.2,,,,11.1,,19.6
e2023-1231,e2023,Simple Lógica,elDiario.es,2022-07-01,2022-07-11,1044.0,69.8,False,,,,,,1.6,,,,,,2.8,,,,33.0,,25.3,,,,12.0,,14.1
e2023-1233,e2023,Celeste-Tel,Onda Cero,2022-07-07,2022-07-12,1100.0,64.9,False,,1.2,0.8,0.6,,2.9,1.0,3.2,0.1,,2.0,3.4,,1.5,,30.8,0.2,25.2,,,,10.3,0.4,15.0
e2023-1234,e2023,GAD3,NIUS,2022-07-12,2022-07-14,1000.0,65.0,False,,1.2,0.6,0.4,,1.2,0.9,3.1,0.1,,2.1,2.4,,1.6,,35.0,0.2,24.4,,,,9.7,0.2,13.8
e2023-1240,e2023,NC Report,La Razón,2022-07-18,2022-07-21,1000.0,65.7,False,,1.2,,,,2.0,,3.3,,,2.1,3.0,,1.5,,32.2,,24.5,,,,9.7,0.4,14.4
e2023-1247,e2023,Simple Lógica,elDiario.es,2022-08-01,2022-08-08,1078.0,62.8,False,,,,,,1.6,,,,,,3.5,,,,31.4,,26.0,,,,10.6,,14.5
e2023-1251,e2023,Celeste-Tel,Onda Cero,2022-08-16,2022-08-20,1100.0,64.6,False,,1.2,0.8,0.5,,2.4,1.0,3.2,0.1,,2.1,3.4,,1.6,,33.0,0.2,24.3,,,,10.1,0.4,13.7
e2023-1265,e2023,Simple Lógica,elDiario.es,2022-09-01,2022-09-09,1044.0,64.8,False,,,,,,2.9,,,,,,2.7,,,,29.4,,25.8,,,,8.8,,17.3
e2023-1266,e2023,CIS,,2022-09-01,2022-09-10,3837.0,62.4,False,,0.9,0.5,0.1,,1.5,0.8,2.1,0.0,,1.5,1.9,,1.0,,31.4,0.0,26.3,,,,11.1,0.4,14.1
e2023-1278,e2023,Celeste-Tel,Onda Cero,2022-09-26,2022-09-30,1100.0,64.9,False,,1.2,0.8,0.5,,2.2,1.1,3.4,0.1,,2.1,3.2,,1.7,,33.9,0.2,24.1,,,,10.0,0.4,12.4
e2023-1285,e2023,CIS,,2022-10-01,2022-10-10,3713.0,65.4,False,,1.0,0.5,0.4,,2.1,0.6,1.9,0.0,,1.4,1.5,,1.0,,32.1,0.0,27.1,,,,11.7,0.3,13.6
e2023-1288,e2023,NC Report,La Razón,2022-10-10,2022-10-14,1000.0,65.8,False,,1.3,,,,1.5,,3.3,,,2.2,3.5,,1.5,,34.1,,24.0,,,,9.7,0.4,12.9
e2023-1289,e2023,Simple Lógica,elDiario.es,2022-10-03,2022-10-14,1048.0,64.0,False,,,,,,1.6,,,,,,2.9,,,,30.4,,28.0,,,,9.7,,13.2
e2023-1295,e2023,CIS,,2022-10-11,2022-10-26,5557.0,63.3,False,,1.0,0.7,0.4,,1.4,0.9,2.6,0.0,,1.6,1.2,,1.2,,32.8,0.2,28.5,,,,8.7,0.4,13.5
e2023-1307,e2023,Simple Lógica,elDiario.es,2022-11-02,2022-11-11,996.0,66.1,False,,,,,,1.7,,,,,,1.5,,,,29.6,,27.6,,,,11.1,,15.7
e2023-1308,e2023,CIS,,2022-11-02,2022-11-12,3821.0,63.1,False,,0.9,0.4,0.4,,1.6,0.6,2.5,0.1,,1.1,0.7,,1.4,,28.8,0.0,28.4,,,,11.6,0.4,15.1
e2023-1309,e2023,NC Report,La Razón,2022-11-08,2022-11-12,1000.0,65.4,False,,1.3,,,,1.7,,3.5,,,2.0,3.3,,1.5,,34.0,,23.8,,,,9.9,0.4,12.6
e2023-1311,e2023,Celeste-Tel,Onda Cero,2022-11-07,2022-11-16,1100.0,64.7,False,,1.3,0.8,0.5,,2.2,1.0,3.3,0.1,,2.1,2.9,,1.6,,32.8,0.2,25.0,,,,10.3,0.4,13.6
e2023-1317,e2023,GAD3,ABC,2022-09-01,2022-11-23,8191.0,65.0,False,,1.0,0.6,0.3,,1.6,0.8,3.1,0.1,,2.0,2.3,,1.3,,34.0,0.2,26.6,,,,8.9,0.1,14.2
e2023-1331,e2023,Simple Lógica,elDiario.es,2022-12-01,2022-12-13,1029.0,66.5,False,,,,,,0.3,,,,,,2.5,,,,27.8,,27.6,,,,9.4,,18.2
e2023-1332,e2023,CIS,,2022-12-01,2022-12-14,3821.0,63.6,False,,0.7,0.5,0.2,,1.6,0.5,2.2,0.1,,1.3,1.5,,1.5,,30.2,0.0,27.7,,,,10.8,0.5,15.2
e2023-1335,e2023,NC Report,La Razón,2022-12-13,2022-12-17,1000.0,65.8,False,,1.3,,,,1.8,,3.5,,,2.0,3.3,,1.5,,33.6,,23.6,,,,9.9,0.2,13.1
e2023-1338,e2023,GAD3,PP,2022-12-16,2022-12-21,1209.0,71.0,False,,1.1,0.6,0.3,,1.8,0.7,3.0,0.1,,1.8,2.1,,1.4,,33.2,0.2,26.0,,,,10.4,0.2,13.0
e2023-1339,e2023,Celeste-Tel,Onda Cero,2022-12-12,2022-12-21,1100.0,65.1,False,,1.3,0.8,0.5,,2.3,1.0,3.3,0.1,,2.1,2.9,,1.6,,32.3,0.2,25.1,,,,10.5,0.2,14.0
e2023-1351,e2023,GAD3,NIUS,2022-12-28,2023-01-04,1002.0,67.0,False,,1.0,0.6,0.4,,1.0,0.7,2.6,0.1,,2.0,1.6,,1.3,,33.2,0.2,25.9,,,,10.1,0.2,15.3
e2023-1353,e2023,Simple Lógica,elDiario.es,2023-01-02,2023-01-10,1012.0,67.9,False,,,,,,1.8,,,,,,3.2,,,,29.9,,27.0,,,,10.5,,14.9
e2023-1355,e2023,CIS,,2023-01-02,2023-01-12,3961.0,65.8,False,,0.9,0.6,0.2,,1.9,0.7,2.2,0.1,,1.4,1.8,,1.0,,31.6,0.2,26.4,,,,12.3,0.3,13.6
e2023-1358,e2023,Ágora Integral,Canarias Ahora,2023-01-15,2023-01-15,1000.0,66.2,False,,1.1,0.4,0.4,,0.7,1.0,3.7,0.8,,1.7,2.2,,1.6,,32.3,0.3,25.9,,,,11.7,0.4,15.0
e2023-1361,e2023,Celeste-Tel,Onda Cero,2023-01-12,2023-01-20,1100.0,64.9,False,,1.3,0.8,0.5,,2.0,0.9,3.3,0.1,,2.1,3.0,,1.5,,32.4,0.2,24.9,,,,10.4,0.2,14.6
e2023-1371,e2023,Simple Lógica,elDiario.es,2023-02-01,2023-02-07,1240.0,65.7,False,,,,,,1.7,,,,,,2.3,,,,29.7,,27.7,,,,11.2,,15.2
e2023-1375,e2023,CIS,,2023-02-01,2023-02-11,3935.0,62.6,False,,1.0,0.5,0.2,,2.0,0.5,1.7,0.1,,0.9,1.9,,1.1,,31.9,0.2,26.3,,,,11.5,0.4,15.0
e2023-1378,e2023,GAD3,NIUS,2023-02-20,2023-02-22,1001.0,68.0,False,,1.0,0.7,0.5,,1.4,0.8,2.4,0.1,,1.7,2.4,,1.4,,33.9,0.2,26.9,,,,9.6,0.2,13.4
e2023-1384,e2023,NC Report,La Razón,2023-02-20,2023-02-24,1000.0,66.2,False,,1.2,,,,1.9,,3.2,,,2.0,2.9,,1.5,,33.4,,24.2,,,,10.0,,13.8
e2023-1390,e2023,Celeste-Tel,Onda Cero,2023-03-01,2023-03-06,1100.0,64.5,False,,1.3,0.7,0.4,,2.2,0.9,3.3,0.1,,2.1,2.8,,1.5,,32.7,0.2,24.8,,,,10.2,0.2,14.3
e2023-1391,e2023,Simple Lógica,elDiario.es,2023-03-01,2023-03-07,1028.0,66.1,False,,,,,,2.1,,,,,,2.0,,,,28.8,,27.0,,,,12.4,,15.3
e2023-1395,e2023,CIS,,2023-03-01,2023-03-11,3788.0,60.0,False,,0.9,0.6,0.8,,2.6,0.6,2.5,0.3,,1.3,2.0,,1.4,,31.9,0.0,28.6,,,,8.8,0.1,15.1
e2023-1400,e2023,GAD3,ABC,2023-03-22,2023-03-24,1011.0,65.0,False,,1.0,0.6,0.5,,1.7,0.7,2.3,0.1,,1.9,1.6,,1.2,,32.4,0.2,27.6,,,,8.9,0.2,14.9
e2023-1409,e2023,NC Report,La Razón,2023-04-03,2023-04-06,1000.0,65.9,False,,,,,,1.7,,3.1,,,,,,,5.1,33.1,,21.9,,11.8,,,,13.8
e2023-1412,e2023,Simple Lógica,elDiario.es,2023-04-03,2023-04-12,1014.0,65.3,False,,,,,,2.0,,,,,,,,,6.3,28.1,,26.2,,9.7,,,,15.4
e2023-1415,e2023,Celeste-Tel,Onda Cero,2023-04-17,2023-04-21,1100.0,64.9,False,,1.1,0.7,0.4,,2.4,0.9,3.3,0.1,,2.1,,,1.5,5.2,32.2,0.2,23.7,,9.8,,,0.2,14.5
e2023-1426,e2023,NC Report,La Razón,2023-05-06,2023-05-06,1000.0,66.0,False,,,,,,,,3.1,,,,,,,4.9,33.2,,22.3,,11.6,,,,13.5
e2023-1427,e2023,CIS,,2023-05-03,2023-05-08,4030.0,64.6,False,,1.2,0.6,0.4,,1.0,0.8,2.4,0.0,,1.3,,,1.1,5.4,28.7,0.1,24.5,,12.0,,,0.1,16.0
e2023-1428,e2023,GAD3,NIUS,2023-05-08,2023-05-09,1011.0,68.0,False,,1.3,0.6,0.4,,1.4,0.7,2.4,0.1,,1.5,,,1.3,6.2,32.9,0.1,26.9,,7.4,,,0.2,13.2
e2023-1429,e2023,Simple Lógica,elDiario.es,2023-05-03,2023-05-11,1013.0,70.2,False,,,,,,1.2,,,,,,,,,7.3,27.9,,26.2,,10.7,,,,15.8
e2023-1441,e2023,Target Point,El Debate,2023-05-31,2023-06-02,1027.0,62.4,False,,,,,,,,,,,,,,,,34.4,,27.6,,12.8,,,,13.6
e2023-1443,e2023,NC Report,La Razón,2023-05-30,2023-06-03,1000.0,65.5,False,,1.3,,,,,,3.1,,,2.0,,,1.5,4.2,34.6,,23.3,,10.5,,,,14.3
e2023-1446,e2023,GAD3,ABC,2023-06-05,2023-06-08,2007.0,70.0,False,,1.4,0.7,0.5,,,0.8,2.3,0.1,,1.9,,,1.3,,36.6,,27.7,,11.2,,,0.1,12.4
e2023-1448,e2023,Simple Lógica,elDiario.es,2023-06-01,2023-06-08,1027.0,73.4,False,,,,,,,,,,,,,,,,34.1,,27.9,,12.8,,,,14.1
e2023-1461,e2023,NC Report,La Razón,2023-06-12,2023-06-17,1000.0,64.9,False,,1.3,,,,,0.8,3.0,,,2.0,,,1.5,,34.7,,25.5,,12.9,,,,14.1
e2023-1463,e2023,Celeste-Tel,Onda Cero,2023-06-19,2023-06-21,1100.0,65.1,False,,1.3,0.9,0.3,,,0.9,3.0,0.1,,2.3,,,1.5,,34.2,,26.7,,12.8,,,0.3,14.0
e2023-1469,e2023,NC Report,La Razón,2023-06-19,2023-06-24,1000.0,65.3,False,,1.3,,,,,0.8,3.1,,,2.0,,,1.6,,34.3,,25.9,,13.1,,,,13.9
e2023-1473,e2023,CIS,,2023-06-08,2023-06-27,29201.0,71.2,False,,1.1,0.7,0.3,,,0.8,1.5,0.2,,1.7,,,1.1,,33.8,,26.3,,14.3,,,0.0,14.9
e2023-1474,e2023,GAD3,NIUS,2023-06-27,2023-06-28,1005.0,70.0,False,,1.3,0.6,0.4,,,0.5,2.2,0.1,,1.6,,,1.2,,36.6,,28.5,,12.7,,,0.1,11.6
e2023-1477,e2023,IMOP,El Confidencial,2023-06-27,2023-06-29,1043.0,73.0,False,,1.3,1.1,0.3,,,0.8,2.6,1.0,,2.1,,,1.4,,32.6,,26.2,,13.3,,,1.4,15.3
e2023-1478,e2023,GAD3,ABC,2023-06-29,2023-06-30,1004.0,70.0,False,,1.3,0.6,0.5,,,0.5,2.2,0.1,,1.8,,,1.3,,36.6,,28.4,,12.6,,,0.1,11.5
e2023-1479,e2023,NC Report,La Razón,2023-06-26,2023-06-30,1000.0,65.2,False,,1.3,,,,,0.7,3.0,,,2.1,,,1.5,,34.4,,26.3,,13.3,,,,13.7
e2023-1483,e2023,GAD3,ABC,2023-06-29,2023-07-03,1503.0,69.0,False,,1.3,0.6,0.5,,,0.5,2.1,0.1,,1.8,,,1.2,,36.8,,28.2,,12.8,,,0.1,11.5
e2023-1486,e2023,GAD3,ABC,2023-06-29,2023-07-04,2001.0,69.0,False,,1.2,0.5,0.4,,,0.5,2.1,0.1,,1.8,,,1.2,,36.9,,28.1,,12.6,,,0.1,11.8
e2023-1488,e2023,Sigma Dos,El Mundo,2023-06-24,2023-07-04,4501.0,71.8,False,,1.1,,,,,,2.1,,,2.0,,,1.2,,34.3,,28.8,,12.6,,,,13.0
e2023-1489,e2023,GAD3,ABC,2023-06-29,2023-07-05,2502.0,70.0,False,,1.3,0.5,0.4,,,0.5,2.1,0.1,,1.8,,,1.2,,36.4,,28.5,,12.3,,,0.1,12.2
e2023-1493,e2023,IMOP,El Confidencial,2023-07-04,2023-07-06,1559.0,70.0,False,,1.3,1.0,0.3,,,0.9,2.3,0.1,,2.2,,,1.5,,32.9,,27.7,,13.0,,,0.3,14.2
e2023-1494,e2023,GAD3,ABC,2023-06-29,2023-07-06,3001.0,69.0,False,,1.3,0.5,0.4,,,0.5,2.1,0.1,,1.8,,,1.2,,36.4,,28.6,,12.2,,,0.1,12.2
e2023-1495,e2023,Ipsos,La Vanguardia,2023-07-03,2023-07-06,2001.0,70.0,False,,1.3,0.6,0.3,,,0.5,1.6,0.3,,1.8,,,1.2,,35.3,,28.2,,12.9,,,,12.6
e2023-1498,e2023,Sigma Dos,El Mundo,2023-06-30,2023-07-06,4518.0,71.9,False,,1.1,,,,,,2.1,,,2.0,,,1.2,,34.7,,28.4,,12.6,,,,12.7
e2023-1501,e2023,GAD3,ABC,2023-06-29,2023-07-07,3502.0,70.0,False,,1.3,0.5,0.4,,,0.5,2.2,0.1,,1.9,,,1.2,,36.3,,28.9,,11.9,,,0.1,12.1
e2023-1502,e2023,NC Report,La Razón,2023-07-03,2023-07-07,1000.0,65.1,False,,1.3,,,,,0.7,2.8,,,2.1,,,1.4,,35.7,,27.4,,12.4,,,,12.6
e2023-1503,e2023,Sigma Dos,El Mundo,2023-07-01,2023-07-07,4533.0,71.7,False,,1.0,,,,,,2.2,,,2.0,,,1.1,,35.0,,28.2,,12.5,,,,12.8
e2023-1508,e2023,GAD3,ABC,2023-06-29,2023-07-08,4001.0,70.0,False,,1.3,0.5,0.4,,,0.5,2.3,0.1,,1.8,,,1.2,,36.3,,28.8,,11.8,,,0.1,12.3
e2023-1509,e2023,Sigma Dos,El Mundo,2023-07-03,2023-07-08,4506.0,71.8,False,,1.0,,,,,,2.1,,,2.0,,,1.1,,34.9,,28.3,,12.5,,,,12.8
e2023-1517,e2023,GAD3,ABC,2023-06-29,2023-07-10,4003.0,69.0,False,,1.3,0.5,0.4,,,0.5,2.2,0.1,,1.9,,,1.2,,36.3,,28.6,,12.0,,,0.1,12.3
e2023-1518,e2023,Sigma Dos,El Mundo,2023-07-04,2023-07-10,4482.0,72.3,False,,1.1,,,,,,2.2,,,2.0,,,1.1,,34.6,,28.6,,12.3,,,,12.7
e2023-1524,e2023,GAD3,ABC,2023-06-29,2023-07-11,5001.0,69.0,False,,1.3,0.6,0.4,,,0.5,2.3,0.1,,2.0,,,1.3,,36.7,,27.9,,12.0,,,0.1,12.0
e2023-1526,e2023,NC Report,La Razón,2023-07-10,2023-07-11,1000.0,64.4,False,,1.3,,,,,0.7,2.7,,,2.1,,,1.4,,36.0,,27.8,,12.2,,,,12.4
e2023-1527,e2023,Sigma Dos,El Mundo,2023-07-05,2023-07-11,4455.0,71.5,False,,1.0,,,,,,2.1,,,2.0,,,1.1,,34.4,,28.6,,12.7,,,,13.0
e2023-1534,e2023,Celeste-Tel,Onda Cero,2023-07-10,2023-07-12,1100.0,63.2,False,,1.5,0.8,0.4,,,0.9,2.3,0.1,,2.1,,,1.4,,36.5,,28.4,,11.5,,,0.2,11.4
e2023-1535,e2023,GAD3,ABC,2023-06-29,2023-07-12,5502.0,69.0,False,,1.3,0.5,0.4,,,0.5,2.3,0.1,,2.0,,,1.2,,36.7,,28.2,,11.6,,,0.1,12.4
e2023-1538,e2023,NC Report,La Razón,2023-07-11,2023-07-12,1000.0,64.2,False,,1.5,,,,,0.6,2.6,,,2.1,,,1.5,,36.3,,27.7,,11.9,,,,12.0
e2023-1539,e2023,Sigma Dos,El Mundo,2023-07-06,2023-07-12,4608.0,71.0,False,,1.0,,,,,,2.4,,,2.4,,,1.1,,34.5,,28.1,,12.8,,,,12.8
e2023-1542,e2023,Sondaxe,La Voz de Galicia,2023-07-06,2023-07-12,1000.0,69.7,False,,,,,,,,,,,,,,,,33.4,,28.0,,13.5,,,,12.8
e2023-1546,e2023,GAD3,ABC,2023-06-29,2023-07-13,6003.0,70.0,False,,1.3,0.5,0.4,,,0.5,2.3,0.1,,2.0,,,1.2,,36.8,,28.5,,11.3,,,0.1,12.3
e2023-1547,e2023,NC Report,La Razón,2023-07-12,2023-07-13,1000.0,64.0,False,,1.5,,,,,0.6,2.5,,,2.1,,,1.5,,36.6,,27.8,,11.5,,,,11.9
e2023-1548,e2023,Sigma Dos,El Mundo,2023-07-07,2023-07-13,4816.0,71.2,False,,1.0,,,,,,2.5,,,2.4,,,1.2,,34.6,,28.0,,13.0,,,,12.6
e2023-1553,e2023,Sondaxe,La Voz de Galicia,2023-07-09,2023-07-13,1000.0,70.8,False,,,,,,,,,,,,,,,,33.2,,27.7,,14.3,,,,12.8
e2023-1556,e2023,GAD3,ABC,2023-06-29,2023-07-14,6501.0,71.0,False,,1.3,0.5,0.4,,,0.5,2.3,0.1,,2.0,,,1.2,,37.2,,28.5,,11.4,,,0.1,11.7
e2023-1560,e2023,NC Report,La Razón,2023-07-13,2023-07-14,1000.0,62.9,False,,1.5,,,,,0.7,2.4,,,2.1,,,1.5,,36.8,,28.0,,11.4,,,,11.7
e2023-1561,e2023,Sigma Dos,El Mundo,2023-07-08,2023-07-14,4715.0,71.0,False,,1.0,,,,,,2.6,,,2.4,,,1.1,,34.6,,27.9,,13.1,,,,12.4
e2023-1568,e2023,GAD3,ABC,2023-06-29,2023-07-15,6501.0,71.0,False,,1.3,0.5,0.4,,,0.5,2.3,0.1,,2.0,,,1.2,,37.2,,28.5,,11.4,,,0.1,11.7
e2023-1570,e2023,Sigma Dos,El Mundo,2023-07-09,2023-07-15,5622.0,70.9,False,,1.0,,,,,,2.7,,,2.5,,,1.1,,35.0,,28.3,,13.2,,,,11.8
e2023-1573,e2023,Sondaxe,La Voz de Galicia,2023-07-11,2023-07-15,1000.0,69.9,False,,,,,,,,,,,,,,,,34.3,,28.4,,14.2,,,,12.6
e2023-1577,e2023,GAD3,ABC,2023-06-29,2023-07-16,7002.0,71.0,False,,1.3,0.5,0.4,,,0.5,2.3,0.1,,2.0,,,1.3,,37.0,,28.4,,11.5,,,0.1,11.9
e2023-1579,e2023,NC Report,La Razón,2023-07-15,2023-07-16,1000.0,66.7,False,,1.4,,,,,0.7,2.4,,,2.1,,,1.5,,37.2,,28.3,,11.3,,,,11.1
e2023-1585,e2023,GAD3,ABC,2023-06-29,2023-07-17,8001.0,71.0,False,,1.3,0.6,0.4,,,0.5,2.3,0.1,,2.0,,,1.3,,36.9,,28.6,,11.5,,,0.1,11.7
e2023-1590,e2023,Sigma Dos,El Mundo,2023-07-10,2023-07-17,8183.0,71.3,False,,1.0,,,,,,2.6,,,2.4,,,1.1,,35.4,,28.0,,13.6,,,,11.2
e2023-1596,e2023,GESOP,The Adelaide Review,2023-07-18,2023-07-20,1200.0,71.0,False,,,,,,,,2.0,,,1.8,,,,,32.0,,29.0,,14.0,,,,13.0
e2023-1598,e2023,GESOP,The Adelaide Review,2023-07-19,2023-07-21,1200.0,71.0,False,,,,,,,,2.1,,,1.5,,,,,32.7,,28.5,,14.0,,,,13.0
next-1611,next,Simple Lógica,elDiario.es,2023-07-31,2023-08-07,1098.0,74.7,False,,,,,,,,,,,,,,,,31.9,,31.2,,12.7,,,,12.9
next-1618,next,NC Report,La Razón,2023-08-28,2023-09-01,1000.0,64.8,False,,1.4,,,,,,1.7,,,1.7,,,1.1,,35.5,,31.0,,11.2,,,,11.4
next-1619,next,Simple Lógica,elDiario.es,2023-09-01,2023-09-07,1032.0,70.9,False,,,,,,,,,,,,,,,,33.6,,31.8,,12.3,,,,11.7
next-1634,next,Simple Lógica,elDiario.es,2023-10-02,2023-10-10,1010.0,69.4,False,,,,,,,,,,,,,,,,34.1,,32.3,,12.0,,,,10.7
next-1648,next,NC Report,La Razón,2023-10-31,2023-11-04,1000.0,65.0,False,,1.4,0.6,,,,,1.8,,,1.8,,,1.0,,35.8,,31.0,,11.0,,,0.2,11.2
next-1650,next,Celeste-Tel,Onda Cero,2023-11-06,2023-11-10,1100.0,66.0,False,,1.5,0.7,0.3,,,,2.0,,,1.9,,,1.1,,36.5,,30.6,,11.3,,,0.2,10.9
next-1652,next,Simple Lógica,elDiario.es,2023-11-02,2023-11-13,1021.0,72.3,False,,,,,,,,,,,,,,,,35.9,,30.3,,11.7,,,,11.6
next-1668,next,Simple Lógica,elDiario.es,2023-12-01,2023-12-11,1003.0,71.6,False,,,,,,,,,,,,,,,,35.5,,29.6,,12.0,,,,12.3
next-1672,next,NC Report,La Razón,2023-12-12,2023-12-16,1000.0,64.8,False,,1.3,0.6,0.4,,,,1.7,,,1.8,,,1.1,,37.1,,30.1,,10.9,,,0.2,11.0
next-1675,next,Celeste-Tel,Onda Cero,2023-12-21,2023-12-27,1100.0,65.5,False,,1.5,0.7,0.4,,,,1.9,,,1.8,,,1.1,1.1,37.0,,30.3,,10.1,,,0.2,10.8
next-1680,next,CIS,,2024-01-02,2024-01-05,4016.0,68.3,False,,1.2,0.6,0.3,,,,1.6,,,1.4,,,1.1,2.5,36.0,,30.6,,9.3,,,0.1,11.0
next-1682,next,Simple Lógica,elDiario.es,2024-01-02,2024-01-09,1013.0,62.1,False,,,,,,,,,,,,,,,2.4,36.6,,29.4,,10.7,,,,11.4
next-1694,next,Simple Lógica,elDiario.es,2024-02-01,2024-02-09,1018.0,64.9,False,,,,,,,,,,,,,,,2.3,36.6,,29.7,,11.1,,,,12.0
next-1705,next,Celeste-Tel,Onda Cero,2024-03-01,2024-03-06,1100.0,65.8,False,,1.5,0.7,0.5,,,,1.8,,,1.7,,,1.3,1.7,38.5,,28.8,,10.4,,,0.2,10.5
next-1708,next,Simple Lógica,elDiario.es,2024-03-01,2024-03-08,1046.0,64.0,False,,,,,,,,,,,,,,,2.0,36.1,,29.8,,11.6,,,,10.8
next-1718,next,NC Report,La Razón,2024-03-20,2024-03-27,1000.0,65.2,False,,1.4,0.8,0.5,,,,1.7,,,1.8,,,1.1,,38.4,,28.4,,9.3,,,0.2,10.8
next-1723,next,Simple Lógica,elDiario.es,2024-04-01,2024-04-09,1042.0,64.2,False,,,,,,,,,,,,,,,1.5,35.7,,30.5,,10.4,,,,11.7
next-1733,next,Simple Lógica,elDiario.es,2024-05-01,2024-05-09,1131.0,58.3,False,,,,,,,,,,,,,,,1.6,34.4,,29.9,,9.5,,,,12.4
next-1745,next,Simple Lógica,elDiario.es,2024-06-01,2024-06-11,1032.0,60.7,False,,,,,,,,,,,,,,,3.6,33.8,,30.1,,9.0,,,,11.5
next-1748,next,NC Report,La Razón,2024-06-11,2024-06-15,1000.0,65.2,False,,1.7,1.1,0.4,,,,1.8,,,1.9,,,1.2,3.5,34.4,,29.8,4.3,6.3,,,0.2,10.3
next-1756,next,CIS,,2024-07-01,2024-07-04,4007.0,69.8,False,,,,,,,,,,,,,,,4.1,32.2,,30.9,2.5,7.0,,,,13.8
next-1758,next,Simple Lógica,elDiario.es,2024-07-01,2024-07-10,1026.0,62.8,False,,,,,,,,,,,,,,,2.7,33.5,,31.6,3.1,8.6,,,,10.5
next-1769,next,Simple Lógica,elDiario.es,2024-08-01,2024-08-09,1055.0,60.1,False,,,,,,,,,,,,,,,2.9,33.5,,30.5,3.7,7.7,,,,10.5
next-1771,next,NC Report,La Razón,2024-08-20,2024-08-23,1000.0,65.5,False,,1.6,1.0,0.4,,,,1.5,,,1.8,,,1.3,3.5,35.4,,28.7,3.8,6.0,,,0.2,9.6
next-1779,next,Celeste-Tel,Onda Cero,2024-09-02,2024-09-06,1100.0,66.3,False,,1.5,0.8,0.5,,,,1.7,,,1.8,,,1.4,3.2,35.5,,29.6,3.3,7.0,,,0.2,10.4
next-1782,next,Simple Lógica,elDiario.es,2024-09-01,2024-09-13,1032.0,65.6,False,,,,,,,,,,,,,,,3.4,33.5,,30.6,3.8,7.4,,,,10.5
