election,prov,enp_votes,periph_share,province
199603,37,2.3040298410106352,0.0,Salamanca
199603,38,3.3494814279414227,0.2639979087374962,Santa Cruz de Tenerife
199603,39,2.453567395527437,0.0,Santander
199603,40,2.3516501880750846,0.0,Segovia
199603,41,2.654479067356498,0.0,Sevilla
199603,42,2.2480575024516956,0.0,Soria
199603,43,3.4668822714430374,0.3591389423464743,Tarragona
199603,44,2.341289802358244,0.0,Teruel
199603,45,2.376732674770288,0.0,Toledo
199603,46,2.9680102753053457,0.0576708019355985,Valencia
199603,47,2.5352001335063075,0.0,Valladolid
199603,48,4.907850229342443,0.4490632012942957,Vizcaya
199603,49,2.2586609975715084,0.0,Zamora
199603,50,2.7723400858685707,0.0,Zaragoza
199603,51,2.337716201138882,0.0,Ceuta
199603,52,2.176349170998221,0.0,Melilla
200003,01,3.6026687286283328,0.26252852578731173,Álava
200003,02,2.2303237869130803,0.0,Albacete
200003,03,2.325245792540002,0.0012229010531025616,Alicante
200003,04,2.3255341875164297,0.023928080981747053,Almería
200003,05,1.9317317412259514,0.0,Ávila
200003,06,2.29884691522997,0.0,Badajoz
200003,07,2.490057787445953,0.003418759806610453,Baleares
200003,08,3.7695496850146744,0.3186792035871371,Barcelona
200003,09,2.208197243500612,0.0,Burgos
200003,10,2.2788295514133767,0.0,Cáceres
200003,11,2.8767152463953196,0.09976689976689977,Cádiz
200003,12,2.325138701358107,0.0023670416270371933,Castellón
200003,13,2.167990070292827,0.0,Ciudad Real
200003,14,2.8017094321436735,0.04600236123363485,Córdoba
200003,15,2.6330660038151685,0.19559789729975868,La Coruña
200003,16,2.141670520747509,0.0,Cuenca
200003,17,3.4355654743139823,0.5038826278174822,Gerona
200003,18,2.5310048597964654,0.0349901317454159,Granada
200003,19,2.242779473649218,0.0,Guadalajara
200003,20,4.306920545178745,0.4334141599213302,Guipúzcoa
200003,21,2.5211551280197058,0.04787010395970222,Huelva
200003,22,2.755848987922918,0.05616874954382152,Huesca
200003,23,2.4699747946032877,0.03293122783620768,Jaén
200003,24,2.6914216656418612,0.0,León
200003,25,3.493804503652329,0.46795098803031376,Lérida
200003,26,2.2984350359933807,0.0,Logroño
200003,27,2.358869594131147,0.1634462516815458,Lugo
200003,28,2.4398513774435684,0.0,Madrid
200003,29,2.7639909575697597,0.052444006968368914,Málaga
200003,30,2.191293700256732,0.0,Murcia
200003,31,2.7634819112890363,0.07126961797613683,Navarra
200003,32,2.3991238208425094,0.17110834706624578,Orense
200003,33,2.652574334999596,0.0,Oviedo
200003,34,2.1916704818120945,0.0,Palencia
200003,35,2.9426517321697063,0.2601297025215845,Las Palmas
200003,36,2.5789612436848346,0.1985677677403656,Pontevedra
200003,37,2.123988654325186,0.0,Salamanca
200003,38,3.212890816876991,0.3397538037768853,Santa Cruz de Tenerife
200003,39,2.1646040447247326,0.0,Santander
200003,40,2.2177632642891787,0.0,Segovia
200003,41,2.5945916585019853,0.051679299686941294,Sevilla
200003,42,2.1153571466524603,0.0,Soria
200003,43,3.6613572699471004,0.3770523001890213,Tarragona
200003,44,2.7204964106140634,0.03408420520353002,Teruel
200003,45,2.211516735709129,0.0,Toledo
200003,46,2.5919224900638684,0.0010912538416204818,Valencia
200003,47,2.326971019644956,0.0,Valladolid
200003,48,3.7876217664110756,0.4038002348282167,Vizcaya
